,title,artist,album,year,genre,label,file_path,tempo,timbre,genres,styles
53,CMD CNTR,Alex Jann,Cybernetik Memory,2020,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jann/Alex Jann - Cybernetik Memory - 02 CMD CNTR.mp3,129.19921875,"-119.484314,59.12526,31.408556,14.520381,13.002639,23.020578,2.8291128,18.805714,-0.27393258,17.76287,5.7063794,17.004572,4.9357815,5.7565193,2.6763797,4.3135633,0.9141813,5.5409045,1.7605393,9.21256",Electronic,"Electro, Techno"
54,Alex Jann - Cybernetik Memory [Marco Bernardi Electric Bunker Mix],Alex Jann,Cybernetik Memory,2020,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jann/Alex Jann - Cybernetik Memory - 03 Alex Jann - Cybernetik Memory -Marco Bernardi Electric Bunker Mix-.mp3,123.046875,"-87.08871,126.36863,24.155172,31.817442,6.6476803,19.193802,3.5561314,15.784059,4.4196224,0.70839465,2.6245944,7.7339554,5.4685183,5.475975,1.6995817,6.8879647,2.2133482,3.1849236,0.48534366,3.100921",Electronic,"Electro, Techno"
55,Klep Klap,Alex Jann,Cybernetik Memory,2020,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jann/Alex Jann - Cybernetik Memory - 04 Klep Klap.mp3,66.25600961538461,"-159.0821,96.583595,47.32152,39.281548,9.618805,16.378546,-1.5726147,8.263297,-5.2773952,6.189769,-2.0447152,0.346601,-1.2951248,2.770054,-0.95377815,1.5421246,-0.6385373,5.428804,0.6379299,1.5359814",Electronic,"Electro, Techno"
56,Don't Come Around,Alex Jann,Cybernetik Memory,2020,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jann/Alex Jann - Cybernetik Memory - 05 Don't Come Around.mp3,129.19921875,"-87.69921,66.619865,0.1489233,38.763084,-0.55410564,28.687529,9.019642,18.536535,4.433142,4.819222,-0.6950471,-0.56156,-5.5722537,4.3273187,-2.2842112,6.5181127,6.004514,12.011,2.9548295,-1.6067371",Electronic,"Electro, Techno"
57,Inward Energy,Alex Jann,Cybernetik Memory,2020,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jann/Alex Jann - Cybernetik Memory - 06 Inward Energy.mp3,123.046875,"-236.59547,94.74165,62.4953,12.115001,21.57039,19.760828,8.363795,15.733579,4.686997,9.775891,2.873031,3.2686079,1.9140055,3.274398,4.2601933,3.0460792,2.5915132,7.349032,4.8513236,3.994166",Electronic,"Electro, Techno"
58,Them Things,Alex Jones,Them Things,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jones/Alex Jones - Them Things - 01 Them Things.mp3,129.19921875,"-110.40537,77.20299,28.501041,21.780535,12.015558,20.440098,0.61664444,7.6081142,-2.2131667,5.244518,-1.3749555,2.7880292,-0.92340016,-0.51532114,1.4332688,0.9083054,-0.22548772,0.9649698,-1.8932407,3.6137383",Electronic,UK Garage
59,Blake Spill,Alex Jones,Them Things,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jones/Alex Jones - Them Things - 02 Blake Spill.mp3,129.19921875,"-121.90016,71.535576,19.01765,26.230976,4.16747,17.467634,3.9670963,9.577113,1.7694098,10.764005,2.6022804,11.705406,6.090315,8.693378,0.6004251,2.4072802,1.3656939,2.936712,-2.3354194,3.7564845",Electronic,UK Garage
60,The Gab (Free Download),Alex Jones,Them Things,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alex Jones/Alex Jones - Them Things - 03 The Gab (Free Download).mp3,123.046875,"-99.724174,41.81665,20.008614,36.908215,7.9879255,21.464123,7.033301,11.558953,0.64921916,7.4245896,-0.54520285,10.056267,1.876141,3.6523998,0.6122429,6.4507675,-0.18551998,3.2409365,0.04428829,4.4339185",Electronic,UK Garage
61,Something Blue,Alex Virgo,Something Blue,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alex Virgo/Alex Virgo - Something Blue - 01 Something Blue.mp3,129.19921875,"-79.96884,64.8941,19.806501,30.179363,11.0409565,13.104984,5.29514,9.456479,3.4018683,8.027134,0.20181634,2.5435183,0.2707436,3.855062,0.34799084,4.092631,-2.0620277,1.0156436,-2.7059526,2.011361",Electronic,Tech House
62,Midi Talks,Alex Virgo,Something Blue,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alex Virgo/Alex Virgo - Something Blue - 02 Midi Talks.mp3,123.046875,"-57.733555,73.11013,0.89835584,17.756657,5.2912855,12.283664,0.19476601,10.656479,1.0341394,10.912596,1.7691556,5.003254,0.2856617,3.212641,-0.66140294,1.9401531,0.3630866,3.7869978,1.7639415,1.1597618",Electronic,Tech House
63,Attention,Alias G,Attention EP,2013,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Attention EP - 01 Attention.mp3,129.19921875,"-81.700325,86.21645,13.167622,32.159912,-2.0595903,17.296745,1.8841676,12.149182,5.907965,11.111657,7.045083,7.548561,0.5676539,3.3057017,-1.5447087,2.790483,-0.04068937,1.8639774,-4.402182,-1.701134",Search Failed,Search Failed
64,I Can't Get Out The House,Alias G,Attention EP,2013,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Attention EP - 02 I Can't Get Out The House.mp3,129.19921875,"-67.51599,97.14939,22.707863,33.45398,4.1420193,5.5682583,-6.7061515,8.220376,-8.974829,1.6467954,1.5223868,6.048722,-0.91826075,3.9600427,1.4276685,3.9941964,-3.1313815,1.5457156,-1.529074,3.2896557",Search Failed,Search Failed
65,3XG Anthem,Alias G,Attention EP,2013,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Attention EP - 03 3XG Anthem.mp3,117.45383522727273,"-73.82981,69.04521,35.9245,36.78325,5.2954555,15.367228,2.9555984,18.044361,-2.5461075,9.979738,2.5871775,9.215447,-0.022245381,4.5205445,3.4094465,5.1918406,-0.70579493,4.490278,1.8814577,7.7294726",Search Failed,Search Failed
66,Mystery Dragon,Alias G,Mystery Dragon + SLACKK Remix,2011,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Mystery Dragon + SLACKK Remix - 01 Mystery Dragon.mp3,135.99917763157896,"-12.509358,69.75414,12.356986,20.981655,7.2221766,16.578857,5.0395913,8.143618,1.8093703,6.1655517,-0.5231637,6.5147314,-1.9923712,2.8288643,-1.3754051,2.8039074,-2.8151958,2.1003861,-1.1505089,-0.31291577",Search Failed,Search Failed
67,Natural Love,Alias G,Natural Love,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Natural Love - 01 Natural Love.mp3,123.046875,"-136.83876,73.345985,25.415562,14.984779,17.969784,20.556934,7.828565,0.16586645,-4.726427,5.5690928,5.985369,6.8174925,-3.3902636,2.8933089,-0.6359198,13.1769,2.358711,5.83975,-9.673944,10.150104",Search Failed,Search Failed
68,Snatch & Grab,Alias G,Natural Love,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Natural Love - 02 Snatch & Grab.mp3,129.19921875,"-82.90507,65.04582,31.847847,29.032799,14.344719,21.220228,8.921093,11.253111,3.7083204,7.6110125,1.0990584,5.649329,0.7299655,5.1142745,0.05931034,5.1189055,-2.6835172,3.1948645,-2.9509156,0.955635",Search Failed,Search Failed
69,Big Space Balls,Alias G,Natural Love,2022,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Alias G - Natural Love - 03 Big Space Balls.mp3,129.19921875,"-53.830223,80.20476,9.1374655,23.75597,13.945923,23.633192,8.223389,13.980855,0.25295475,7.702756,2.9375193,6.436139,-1.0095028,4.056059,0.88842875,4.8826766,-1.3478224,1.1404929,-5.6269193,-2.53663",Search Failed,Search Failed
70,Mystery Dragon (SLACKK REMIX),Unknown To The Unknown & Alias G,Mystery Dragon + SLACKK Remix,2011,,Unknown to the Unknown,/mnt/d/UTTU/Alias G/Unknown To The Unknown & Alias G - Mystery Dragon + SLACKK Remix - 02 Mystery Dragon (SLACKK REMIX).mp3,129.19921875,"-30.875643,80.34744,-3.7897167,24.76221,11.368554,23.227436,12.461986,16.95786,8.848226,8.464668,4.969688,9.873408,3.3600235,4.8470044,-0.11339828,3.5947998,0.14629224,3.7172935,-3.204491,3.9392855",Search Failed,Search Failed
71,Dance MF,Anil Aras,Dance MF,2016,,Unknown to the Unknown,/mnt/d/UTTU/Anil Aras/Anil Aras - Dance MF - 01 Dance MF.mp3,123.046875,"-75.51817,24.855219,0.76989496,28.863882,14.759832,24.073143,8.596652,12.557687,4.226553,9.609698,2.1844523,7.2141333,2.3923151,5.471884,5.0863504,6.5786233,0.036817428,5.012513,3.0711157,4.96422",Electronic,House
72,HH Drive,Assembler Code & Alex Jann,Dance Trax Vol.24 + Roza Terenzi Remix,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code & Alex Jann - Dance Trax Vol.24 + Roza Terenzi Remix - 01 HH Drive.mp3,143.5546875,"-68.731415,62.868355,6.4540505,10.098204,22.045994,13.254396,-0.33009446,7.770995,4.5892634,13.405588,0.6685879,5.228327,5.1544557,8.612858,3.851914,3.607488,3.3120987,8.227642,2.5160446,2.803366",Electronic,Electro
73,Humanoid Future,Assembler Code & Alex Jann,Dance Trax Vol.24 + Roza Terenzi Remix,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code & Alex Jann - Dance Trax Vol.24 + Roza Terenzi Remix - 03 Humanoid Future.mp3,135.99917763157896,"-67.136475,56.929035,4.0601883,24.965214,8.45029,13.468404,7.989539,15.506801,2.6317062,10.2938595,5.653422,10.527558,4.03631,4.651501,2.0576222,4.9107704,0.735574,4.7028136,-0.7435484,2.4967232",Electronic,Electro
74,Humanoid Future (Roza Terenzi Remix),Assembler Code & Alex Jann,Dance Trax Vol.24 + Roza Terenzi Remix,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code & Alex Jann - Dance Trax Vol.24 + Roza Terenzi Remix - 04 Humanoid Future (Roza Terenzi Remix).mp3,143.5546875,"-80.63616,55.35987,12.202008,20.622856,1.5550631,14.062854,2.0591173,12.449105,-2.0962641,9.032844,4.576891,5.3156238,1.0526066,3.8869774,0.7058518,4.387703,-0.6151962,3.9234765,1.4472835,3.6011608",Electronic,Electro
75,Electrodynamic,Assembler Code & Alex Jann,Dance Trax Vol.24 + Roza Terenzi Remix,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code & Alex Jann - Dance Trax Vol.24 + Roza Terenzi Remix - 05 Electrodynamic.mp3,99.38401442307692,"-56.715244,81.6469,1.8238454,21.995031,11.962858,17.32507,8.822048,13.308145,4.069738,7.878773,6.3251624,6.207217,0.18419127,-0.46776906,-2.5732992,1.6262095,-0.103098534,4.44135,0.0418591,0.7713482",Electronic,Electro
76,Humanoid Future (Roza Terenzi Remix),Assembler Code & Alex Jann,,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code & Alex Jann - Humanoid Future (Roza Terenzi Remix).mp3,143.5546875,"-80.63616,55.35987,12.202008,20.622856,1.5550631,14.062854,2.0591173,12.449105,-2.0962641,9.032844,4.576891,5.3156238,1.0526066,3.8869774,0.7058518,4.387703,-0.6151962,3.9234765,1.4472835,3.6011608",Electronic,Electro
77,Outer Trace,Assembler Code,Dance Trax Vol.24 + Roza Terenzi Remix,2019,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Alex Jann/Assembler Code - Dance Trax Vol.24 + Roza Terenzi Remix - 02 Outer Trace.mp3,95.703125,"-62.232693,64.90332,26.392632,9.2096405,15.025813,17.592806,2.419433,13.922104,0.11714986,12.533061,-1.3654572,7.9051943,-0.71518564,4.9305453,1.2153399,6.776084,2.2059975,2.475565,-0.5143228,3.583418",Electronic,Electro
78,Bioluminescence,Assembler Code & Jensen Interceptor,Bioluminescence,2023,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Jensen Interceptor/Assembler Code & Jensen Interceptor - Bioluminescence - 01 Bioluminescence.mp3,143.5546875,"-57.35176,53.13306,11.699022,17.192026,4.051285,18.029724,1.4375676,5.0766697,7.032359,11.28909,6.15839,8.951811,-2.6601644,3.622139,-1.1988775,6.4902415,2.7136846,1.8930044,5.8466673,3.2072985",Electronic,"Electro, Techno"
79,Xtro,Assembler Code & Jensen Interceptor,Bioluminescence,2023,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Jensen Interceptor/Assembler Code & Jensen Interceptor - Bioluminescence - 02 Xtro.mp3,151.99908088235293,"-59.67736,38.97181,12.872976,20.221376,9.150545,14.15631,6.365883,15.939169,3.8147702,14.083886,5.4791203,6.29622,3.2279217,5.6342287,4.0236115,7.6678686,5.590449,7.1281004,-0.31530535,5.218012",Electronic,"Electro, Techno"
80,Not A Test,Assembler Code & Jensen Interceptor,Bioluminescence,2023,,Unknown to the Unknown,/mnt/d/UTTU/Assembler Code & Jensen Interceptor/Assembler Code & Jensen Interceptor - Bioluminescence - 03 Not A Test.mp3,95.703125,"-17.280811,70.299164,1.8665463,25.907919,3.3174937,15.923793,0.06556349,9.957915,0.45576102,9.57418,-0.8517043,10.556943,1.9365188,6.4380746,0.56854045,6.7016096,2.5308974,7.912888,0.8347451,4.205281",Electronic,"Electro, Techno"
81,Cherry (Legowelt remix),Baba Stiltz,Cherry,2015-11-20,,Unknown to the Unknown,/mnt/d/UTTU/Baba Stiltz/Baba Stiltz - Cherry EP - 01 Cherry.mp3,129.19921875,"-20.696753,102.80577,-26.548565,29.834217,-0.034220416,31.184727,-2.9455223,18.511768,-1.2935361,14.517841,-2.92707,6.1989098,2.927181,4.974423,5.906565,6.842742,-1.1381013,2.2556102,-2.6076548,-4.0981197",Search Failed,Search Failed
82,Cherry,Baba Stiltz,Cherry,2015-11-20,,Unknown to the Unknown,/mnt/d/UTTU/Baba Stiltz/Baba Stiltz - Cherry EP - 02 Cherry (Legowelt Remix).mp3,129.19921875,"-103.313576,62.85145,16.423536,23.742155,6.9823227,14.516976,3.3439255,6.1252923,3.4552567,10.279354,1.3379457,4.8069963,1.5938005,2.8220532,2.4207022,3.6665812,-2.3396354,3.5497096,0.21807037,-2.6026132",Search Failed,Search Failed
83,IntrStellr,Baba Stiltz,Cherry EP,2015,,Unknown to the Unknown,/mnt/d/UTTU/Baba Stiltz/Baba Stiltz - Cherry EP - 03 IntrStellr.mp3,129.19921875,"-131.64732,19.4898,48.24874,40.655922,-7.827321,9.938522,2.0806987,7.236946,3.8406699,10.628109,8.241675,10.860443,5.435587,10.574489,8.083302,8.94826,0.8728316,5.8997083,-1.9083091,0.05507732",Search Failed,Search Failed
84,Bakground - Time Passes,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 01 Bakground - Time Passes.mp3,143.5546875,"-35.979492,124.198235,-46.68798,29.34839,-14.027519,8.423943,-5.1687055,8.066861,-7.2632046,4.6048384,-13.704978,-4.2613897,-16.297487,-9.827319,-14.5895605,-4.2951407,-10.273224,-3.8594835,-3.1997888,0.42226943",Search Failed,Search Failed
85,ESSD - Cr1604,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 02 ESSD - Cr1604.mp3,117.45383522727273,"-67.5056,115.750084,-30.472246,21.857584,-0.72929984,17.616543,6.427942,13.098022,1.7812377,9.022189,-0.12852599,7.2916155,4.2076936,8.05756,5.4220614,5.221685,0.04311016,1.6742008,-0.13437317,2.498993",Search Failed,Search Failed
86,Antonio - Till The End,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 03 Antonio - Till The End.mp3,129.19921875,"-25.34977,80.42297,-3.1747675,40.037586,7.480701,21.632353,1.8924605,18.819614,0.17198047,11.093521,-3.6040602,8.404368,-1.7366064,1.7857637,0.14285421,1.6574793,-2.6688385,-0.0124623,-1.365452,1.0236199",Search Failed,Search Failed
87,Bakground - Long Live JJ,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 04 Bakground - Long Live JJ.mp3,99.38401442307692,"-92.843506,162.53444,-23.78639,40.329906,-8.328705,4.286743,-12.982471,3.653181,-9.35419,1.0659492,-8.259178,-0.4703099,-3.6480484,0.025457572,-1.8617741,0.80083984,-0.41521284,-0.6056943,-0.15303254,-0.6947272",Search Failed,Search Failed
88,DJ Torture - Belligerent Criminal,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 05 DJ Torture - Belligerent Criminal.mp3,129.19921875,"-189.93529,83.067474,41.331417,31.730259,10.5691,18.512724,7.840091,9.858611,3.3808007,8.384025,3.0984244,4.794778,1.6931287,2.926128,-0.35686418,4.8722267,0.901443,0.9191356,-1.5199046,1.265004",Search Failed,Search Failed
89,Raw Ambassador - TYG,BAKGROUND / DJ TORTURE / RAW AMBASSADOR + MORE,OS XXX (Free Download),2021,,Unknown to the Unknown,/mnt/d/UTTU/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE/BAKGROUND - DJ TORTURE - RAW AMBASSADOR + MORE - OS XXX (Free Download) - 06 Raw Ambassador - TYG.mp3,117.45383522727273,"-21.106092,116.64682,-11.7781,27.618256,-3.2758737,25.107119,-3.7438896,13.1696205,1.9413886,3.802172,3.600306,3.2919939,2.3482633,4.7068114,-2.9510722,0.5353202,-3.4654315,2.7412581,-2.1549606,0.4760476",Search Failed,Search Failed
90,622,BAKKED,Riot EP,2020,,Unknown to the Unknown,/mnt/d/UTTU/BAKKED/BAKKED - Riot EP - 01 622.mp3,135.99917763157896,"-97.41602,29.964087,39.63782,38.283676,19.898806,18.527924,2.1435316,10.255043,2.0207632,5.1305823,-3.3788035,3.5631511,-1.7058884,1.1828438,-1.4418815,3.800756,-3.562761,-2.893466,-3.3888307,0.22201413",Electronic,"Electro, House, Techno"
91,A51,BAKKED,Riot EP,2020,,Unknown to the Unknown,/mnt/d/UTTU/BAKKED/BAKKED - Riot EP - 02 A51.mp3,172.265625,"-93.90962,54.175297,26.584068,26.244757,7.364424,18.98028,0.94023424,8.861944,-0.61989874,2.9106545,-5.226002,5.546214,4.1533093,8.181357,4.8993783,9.207689,-1.768226,-0.16477893,-2.0604377,3.1126606",Electronic,"Electro, House, Techno"
92,599,BAKKED,Riot EP,2020,,Unknown to the Unknown,/mnt/d/UTTU/BAKKED/BAKKED - Riot EP - 03 599.mp3,135.99917763157896,"-125.21813,49.52494,28.248724,23.71804,14.188127,20.076237,2.2632968,7.1477427,1.5984583,5.4748626,-4.6225405,1.2801784,-2.5733,1.0868752,-2.2324,1.2727137,-6.0237374,-1.2273743,-4.382724,-1.1152128",Electronic,"Electro, House, Techno"
93,Tx56,BAKKED,Riot EP,2020,,Unknown to the Unknown,/mnt/d/UTTU/BAKKED/BAKKED - Riot EP - 04 Tx56.mp3,172.265625,"-138.34209,63.956158,53.462914,25.522068,2.2278094,11.672637,-1.8239506,1.1333005,-6.2956553,-0.275722,-7.311902,-1.2639072,-5.773525,-1.2542515,-0.8434205,3.236504,-5.0205774,-0.5878485,-0.46812347,2.9048698",Electronic,"Electro, House, Techno"
94,My Body is a Temple,Bell Towers,My Body is a Temple + Andras Remix,2018,,Unknown to the Unknown,/mnt/d/UTTU/Bell Towers/Bell Towers - My Body is a Temple + Andras Remix - 01 My Body is a Temple.mp3,123.046875,"-94.77544,101.53271,12.439995,40.037426,8.952907,15.476914,2.4197679,3.5801792,0.3161932,11.064935,0.01120568,7.1543746,-0.25346753,7.4496794,4.7605157,10.262883,8.41813,8.48758,-0.23425213,4.5891924",Search Failed,Search Failed
95,My Body is a Tempo,Bell Towers,My Body is a Temple + Andras Remix,2018,,Unknown to the Unknown,/mnt/d/UTTU/Bell Towers/Bell Towers - My Body is a Temple + Andras Remix - 02 My Body is a Tempo.mp3,123.046875,"-115.73019,100.85056,-8.399757,38.040318,0.057719935,13.610085,2.05054,6.8872223,2.4131992,4.774819,4.549629,3.7395005,-0.70545185,4.6355762,1.1368921,2.6356907,-0.27771538,1.1834952,-1.5454776,0.3983605",Search Failed,Search Failed
96,My Body is a Tempo (Andras Remix),Bell Towers,My Body is a Temple + Andras Remix,2018,,Unknown to the Unknown,/mnt/d/UTTU/Bell Towers/Bell Towers - My Body is a Temple + Andras Remix - 03 My Body is a Tempo (Andras Remix).mp3,129.19921875,"-199.12863,82.94128,34.35796,23.584507,9.82977,16.98192,10.927777,13.1276245,4.60576,9.210963,1.5446348,4.0307307,1.735749,4.291279,2.4602137,3.1681573,-0.6700376,2.1727612,-1.4564852,1.0170798",Search Failed,Search Failed
97,Cocaine Speaking,Benny Rodrigues,Cocaine Speaking,2018,,Unknown to the Unknown,/mnt/d/UTTU/Benny Rodrigues/Benny Rodrigues - Cocaine Speaking - 01 Cocaine Speaking.mp3,129.19921875,"-95.48791,100.697685,10.897558,21.325342,5.0105953,10.255306,-1.8189433,8.401713,2.050878,3.5908926,1.0018731,4.497258,-3.7705655,3.1179724,2.6303806,2.5743642,-3.5021627,4.2784176,-0.03460789,1.4006507",Search Failed,Search Failed
98,Cocaine Speaking - (Alden Tyrell Remix),Benny Rodrigues,Cocaine Speaking,2018,,Unknown to the Unknown,/mnt/d/UTTU/Benny Rodrigues/Benny Rodrigues - Cocaine Speaking - 02 Cocaine Speaking - (Alden Tyrell Remix).mp3,123.046875,"-35.6085,81.44273,24.765577,28.864729,12.024717,21.342861,1.2806247,13.646759,5.2770185,9.072959,5.0593743,7.34137,0.7040302,4.140551,1.7348895,4.1523986,-1.0039493,2.9623237,-1.1617645,1.4901261",Search Failed,Search Failed
99,Cocaine,Benny Rodrigues,Cocaine Speaking,2018,,Unknown to the Unknown,/mnt/d/UTTU/Benny Rodrigues/Benny Rodrigues - Cocaine Speaking - 03 Cocaine.mp3,129.19921875,"-100.315506,90.190636,21.531324,16.457878,14.396759,18.728342,2.0201602,11.316889,5.795552,12.510632,5.7186747,2.1308787,-7.275434,-1.4589032,0.76044244,7.2156677,2.943023,5.798895,4.58132,8.384269",Search Failed,Search Failed
100,Sonder,Big Miz,Sonder / Opia,2020,,Unknown to the Unknown,/mnt/d/UTTU/Big Miz/Big Miz - Sonder - Opia - 01 Sonder.mp3,83.35433467741936,"-60.52303,89.95141,10.165684,-3.4190152,7.8139124,17.654533,9.865295,14.193381,-0.29839548,8.092748,-0.8401455,5.956443,1.1626214,4.15145,-0.65096974,3.515662,2.7053587,5.1072884,2.5191557,2.2237144",Search Failed,Search Failed
101,Opia,Big Miz,Sonder / Opia,2020,,Unknown to the Unknown,/mnt/d/UTTU/Big Miz/Big Miz - Sonder - Opia - 02 Opia.mp3,92.28515625,"-106.687355,120.8796,-4.6180115,30.63233,2.4415812,10.912957,-0.4531014,2.7817743,-2.5714023,1.6720676,-1.4992582,2.3784146,-1.7464029,1.0231739,-3.3200016,-0.66231,-3.9380815,-0.50117564,-1.2723333,2.0755851",Search Failed,Search Failed
102,System Booting,Binary Operator,Colliding Network EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/Binary Operator/Binary Operator - Colliding Network EP - 01 System Booting.mp3,129.19921875,"-132.37404,60.917282,34.535957,17.484804,17.166517,14.139991,2.2438939,10.924129,-1.7747303,7.850547,3.8871672,6.167573,1.4551038,3.8370714,3.606582,4.004596,-0.86952543,5.6559434,1.64156,4.543754",Electronic,Electro
103,Bits & Bytes,Binary Operator,Colliding Network EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/Binary Operator/Binary Operator - Colliding Network EP - 02 Bits & Bytes.mp3,83.35433467741936,"-137.46187,74.32091,42.677307,15.861161,-2.5764334,8.079937,5.62968,4.884349,2.0348442,-1.3263999,-1.7841887,2.1560802,-4.6257305,-4.129081,-1.3255204,0.6272289,-1.8739989,3.0091777,-2.6001585,1.3864535",Electronic,Electro
104,Colliding Network,Binary Operator,Colliding Network EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/Binary Operator/Binary Operator - Colliding Network EP - 03 Colliding Network.mp3,129.19921875,"-194.91151,74.94388,22.332722,16.288467,9.180485,13.721144,-0.11646889,9.036777,-1.2992592,3.4502692,2.1447008,5.2686605,-1.7048644,3.842183,0.9879429,2.8774824,2.2041328,4.845169,0.9965604,2.4443967",Electronic,Electro
105,Data Crash,Binary Operator,Colliding Network EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/Binary Operator/Binary Operator - Colliding Network EP - 04 Data Crash.mp3,129.19921875,"-147.79677,74.1325,3.9254751,10.720942,5.4758754,6.7200227,-3.5598595,2.0438278,-1.0325967,3.5843396,-2.042192,1.2940284,-2.8706038,0.056983598,-3.2032304,1.5245054,-1.262176,1.7804174,-3.2743697,0.15481493",Electronic,Electro
106,Dial Your Operator,Binary Operator,Colliding Network EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/Binary Operator/Binary Operator - Colliding Network EP - 05 Dial Your Operator.mp3,129.19921875,"-166.28162,79.16616,34.09343,28.687956,15.1762,18.314835,4.121355,14.594957,-2.731163,5.4979815,2.6310046,4.7234993,0.009386005,2.9768286,0.2657817,4.8860893,3.041687,2.8578188,-0.15143138,3.990033",Electronic,Electro
